dc_id,sku_id,date,leadtime,sales_qty,is_order_day,initial_inventory,arrival_qty_box,ending_inventory_box,stockout_qty_box,optimal_replenishment_pallet,optimal_replenishment_box,pt_box,factory_id,unit_transport_cost,holding_cost,stockout_cost
DC001,SKU005,2019-02-03,3,0.0,0,22.0,0.0,22.0,0.0,0,0.0,36.0,F001,224.0,3.36,336.0
DC001,SKU005,2019-02-04,4,0.0,1,22.0,0.0,22.0,0.0,0,0.0,36.0,F001,224.0,3.36,336.0
DC001,SKU005,2019-02-05,4,0.0,0,22.0,0.0,22.0,0.0,0,0.0,36.0,F001,224.0,3.36,336.0
DC001,SKU005,2019-02-06,5,0.0,0,22.0,0.0,22.0,0.0,0,0.0,36.0,F001,224.0,3.36,336.0
DC001,SKU005,2019-02-07,2,0.0,0,22.0,0.0,22.0,0.0,0,0.0,36.0,F001,224.0,3.36,336.0
DC001,SKU005,2019-02-08,3,0.0,1,22.0,0.0,22.0,0.0,0,0.0,36.0,F001,224.0,3.36,336.0
DC001,SKU005,2019-02-09,1,0.0,0,22.0,0.0,22.0,0.0,0,0.0,36.0,F001,224.0,3.36,336.0
DC001,SKU005,2019-02-10,7,0.0,0,22.0,0.0,22.0,0.0,0,0.0,36.0,F001,224.0,3.36,336.0
DC001,SKU005,2019-02-11,3,0.0,1,22.0,0.0,22.0,0.0,2,72.0,36.0,F001,224.0,3.36,336.0
DC001,SKU005,2019-02-12,3,10.0,0,22.0,0.0,12.0,0.0,0,0.0,36.0,F001,224.0,3.36,336.0
DC001,SKU005,2019-02-13,5,0.0,0,12.0,0.0,12.0,0.0,0,0.0,36.0,F001,224.0,3.36,336.0
DC001,SKU005,2019-02-14,1,0.0,0,12.0,72.0,84.0,0.0,0,0.0,36.0,F001,224.0,3.36,336.0
DC001,SKU005,2019-02-15,6,36.0,1,84.0,0.0,48.0,0.0,0,0.0,36.0,F001,224.0,3.36,336.0
DC001,SKU005,2019-02-16,5,0.0,0,48.0,0.0,48.0,0.0,0,0.0,36.0,F001,224.0,3.36,336.0
DC001,SKU005,2019-02-17,2,0.0,0,48.0,0.0,48.0,0.0,0,0.0,36.0,F001,224.0,3.36,336.0
DC001,SKU005,2019-02-18,4,7.0,1,48.0,0.0,41.0,0.0,2,72.0,36.0,F001,224.0,3.36,336.0
DC001,SKU005,2019-02-19,4,36.0,0,41.0,0.0,5.0,0.0,0,0.0,36.0,F001,224.0,3.36,336.0
DC001,SKU005,2019-02-20,4,6.0,0,5.0,0.0,0.0,1.0,0,0.0,36.0,F001,224.0,3.36,336.0
DC001,SKU005,2019-02-21,6,0.0,0,0.0,0.0,0.0,-0.0,0,0.0,36.0,F001,224.0,3.36,336.0
DC001,SKU005,2019-02-22,4,72.0,1,0.0,72.0,0.0,-0.0,2,72.0,36.0,F001,224.0,3.36,336.0
DC001,SKU005,2019-02-23,2,0.0,0,0.0,0.0,0.0,-0.0,0,0.0,36.0,F001,224.0,3.36,336.0
DC001,SKU005,2019-02-24,7,0.0,0,0.0,0.0,0.0,-0.0,0,0.0,36.0,F001,224.0,3.36,336.0
DC001,SKU005,2019-02-25,2,0.0,1,0.0,0.0,0.0,-0.0,0,0.0,36.0,F001,224.0,3.36,336.0
DC001,SKU005,2019-02-26,2,41.0,0,0.0,72.0,31.0,0.0,0,0.0,36.0,F001,224.0,3.36,336.0
DC001,SKU005,2019-02-27,4,0.0,0,31.0,0.0,31.0,0.0,0,0.0,36.0,F001,224.0,3.36,336.0
DC001,SKU005,2019-02-28,2,0.0,0,31.0,0.0,31.0,0.0,0,0.0,36.0,F001,224.0,3.36,336.0
DC001,SKU005,2019-03-01,3,0.0,1,31.0,0.0,31.0,0.0,0,0.0,36.0,F001,224.0,3.36,336.0
DC001,SKU005,2019-03-02,3,0.0,0,31.0,0.0,31.0,0.0,0,0.0,36.0,F001,224.0,3.36,336.0
DC001,SKU005,2019-03-03,5,0.0,0,31.0,0.0,31.0,0.0,0,0.0,36.0,F001,224.0,3.36,336.0
DC001,SKU005,2019-03-04,2,0.0,1,31.0,0.0,31.0,0.0,3,108.0,36.0,F001,224.0,3.36,336.0
DC001,SKU005,2019-03-05,4,0.0,0,31.0,0.0,31.0,0.0,0,0.0,36.0,F001,224.0,3.36,336.0
DC001,SKU005,2019-03-06,5,108.0,0,31.0,108.0,31.0,0.0,0,0.0,36.0,F001,224.0,3.36,336.0
DC001,SKU005,2019-03-07,3,0.0,0,31.0,0.0,31.0,0.0,0,0.0,36.0,F001,224.0,3.36,336.0
DC001,SKU005,2019-03-08,2,0.0,1,31.0,0.0,31.0,0.0,1,36.0,36.0,F001,224.0,3.36,336.0
DC001,SKU005,2019-03-09,4,0.0,0,31.0,0.0,31.0,0.0,0,0.0,36.0,F001,224.0,3.36,336.0
DC001,SKU005,2019-03-10,3,0.0,0,31.0,36.0,67.0,0.0,0,0.0,36.0,F001,224.0,3.36,336.0
DC001,SKU005,2019-03-11,3,0.0,1,67.0,0.0,67.0,0.0,4,144.0,36.0,F001,224.0,3.36,336.0
DC001,SKU005,2019-03-12,1,13.0,0,67.0,0.0,54.0,0.0,0,0.0,36.0,F001,224.0,3.36,336.0
DC001,SKU005,2019-03-13,5,36.0,0,54.0,0.0,18.0,0.0,0,0.0,36.0,F001,224.0,3.36,336.0
DC001,SKU005,2019-03-14,2,0.0,0,18.0,144.0,162.0,0.0,0,0.0,36.0,F001,224.0,3.36,336.0
DC001,SKU005,2019-03-15,5,72.0,1,162.0,0.0,90.0,0.0,0,0.0,36.0,F001,224.0,3.36,336.0
DC001,SKU005,2019-03-16,6,0.0,0,90.0,0.0,90.0,0.0,0,0.0,36.0,F001,224.0,3.36,336.0
DC001,SKU005,2019-03-17,4,0.0,0,90.0,0.0,90.0,0.0,0,0.0,36.0,F001,224.0,3.36,336.0
DC001,SKU005,2019-03-18,1,72.0,1,90.0,0.0,18.0,0.0,1,36.0,36.0,F001,224.0,3.36,336.0
DC001,SKU005,2019-03-19,2,42.0,0,18.0,36.0,12.0,0.0,0,0.0,36.0,F001,224.0,3.36,336.0
DC001,SKU005,2019-03-20,4,0.0,0,12.0,0.0,12.0,0.0,0,0.0,36.0,F001,224.0,3.36,336.0
DC001,SKU005,2019-03-21,4,0.0,0,12.0,0.0,12.0,0.0,0,0.0,36.0,F001,224.0,3.36,336.0
DC001,SKU005,2019-03-22,1,0.0,1,12.0,0.0,12.0,0.0,7,252.0,36.0,F001,224.0,3.36,336.0
DC001,SKU005,2019-03-23,1,0.0,0,12.0,252.0,264.0,0.0,0,0.0,36.0,F001,224.0,3.36,336.0
DC001,SKU005,2019-03-24,2,0.0,0,264.0,0.0,264.0,0.0,0,0.0,36.0,F001,224.0,3.36,336.0
DC001,SKU005,2019-03-25,5,0.0,1,264.0,0.0,264.0,0.0,0,0.0,36.0,F001,224.0,3.36,336.0
DC001,SKU005,2019-03-26,1,0.0,0,264.0,0.0,264.0,0.0,0,0.0,36.0,F001,224.0,3.36,336.0
DC001,SKU005,2019-03-27,2,83.0,0,264.0,0.0,181.0,0.0,0,0.0,36.0,F001,224.0,3.36,336.0
DC001,SKU005,2019-03-28,2,0.0,0,181.0,0.0,181.0,0.0,0,0.0,36.0,F001,224.0,3.36,336.0
DC001,SKU005,2019-03-29,2,180.0,1,181.0,0.0,1.0,0.0,0,0.0,36.0,F001,224.0,3.36,336.0
DC001,SKU005,2019-03-30,2,0.0,0,1.0,0.0,1.0,0.0,0,0.0,36.0,F001,224.0,3.36,336.0
