date,dc_id,sku_id,leadtime_actual,vlt_pred,recent_mean_7,recent_mean_30,recent_std_30,recent_sum_7,recent_sum_30,demand_forecast_sum,future_demand_sum,current_inv,dc_capacity,factory_inv,transport_cost,pt_box,box_volume,push_lb,push_ub,target_replenishment
2019-03-21,DC002,SKU050,3.0,3.0708189010620117,33.42857142857143,24.666666666666668,30.979921813257626,234.0,740.0,92.39999999999999,0.0,529.0,304664.05,47.0,198.0,56.0,0.768,159000.0,161000.0,0.0
2019-03-22,DC002,SKU050,2.0,3.069596529006958,31.428571428571427,26.166666666666668,32.77202397709906,220.0,785.0,89.54999999999998,0.0,529.0,304664.05,47.0,198.0,56.0,0.768,159000.0,161000.0,0.0
2019-03-23,DC002,SKU050,1.0,3.0673956871032715,18.714285714285715,25.766666666666666,33.01482831833128,131.0,773.0,62.489999999999995,0.0,529.0,304664.05,47.0,198.0,56.0,0.768,159000.0,161000.0,0.0
2019-03-24,DC002,SKU050,4.0,3.063772439956665,18.714285714285715,25.666666666666668,33.08809789368712,131.0,770.0,62.400000000000006,71.0,529.0,304664.05,47.0,198.0,56.0,0.768,159000.0,161000.0,0.0
2019-03-25,DC002,SKU050,1.0,3.0582804679870605,18.714285714285715,23.4,32.433110653569244,131.0,702.0,60.35999999999999,43.0,529.0,304664.05,47.0,198.0,56.0,0.768,159000.0,161000.0,0.0
2019-03-26,DC002,SKU050,3.0,3.068629264831543,19.285714285714285,23.6,32.30644930453773,135.0,708.0,61.739999999999995,22.0,529.0,304664.05,47.0,198.0,56.0,0.768,159000.0,161000.0,0.0
2019-03-27,DC002,SKU050,3.0,3.073418140411377,25.428571428571427,25.033333333333335,32.18124022194021,178.0,751.0,75.92999999999998,4.0,529.0,304664.05,47.0,198.0,56.0,0.768,159000.0,161000.0,0.0
2019-03-28,DC002,SKU050,4.0,3.0738697052001953,21.857142857142858,25.6,31.90151511553435,153.0,768.0,68.94,210.0,529.0,304664.05,47.0,198.0,56.0,0.768,159000.0,161000.0,47.0
2019-03-29,DC002,SKU050,3.0,3.0709097385406494,10.142857142857142,25.466666666666665,31.98305106701916,71.0,764.0,44.22,210.0,529.0,304664.05,47.0,198.0,56.0,0.768,159000.0,161000.0,47.0
2019-03-30,DC002,SKU050,5.0,3.067257881164551,10.142857142857142,22.533333333333335,30.092893217871605,71.0,676.0,41.58,486.0,529.0,304664.05,47.0,198.0,56.0,0.768,159000.0,161000.0,47.0
2019-01-01,DC002,SKU053,5.0,5.0,56.714285714285715,70.8,75.0930089955117,397.0,2124.0,304.7,279.0,18.0,304664.05,0.0,198.0,80.0,0.852,159000.0,161000.0,0.0
2019-01-02,DC002,SKU053,5.0,5.0,69.0,76.26666666666667,75.70686157072481,483.0,2288.0,355.9,331.0,18.0,304664.05,0.0,198.0,80.0,0.852,159000.0,161000.0,0.0
2019-01-03,DC002,SKU053,4.0,4.0,80.42857142857143,79.23333333333333,74.63139792041655,563.0,2377.0,320.28,301.0,18.0,304664.05,0.0,198.0,80.0,0.852,159000.0,161000.0,0.0
2019-01-04,DC002,SKU053,2.0,2.0,73.71428571428571,77.3,75.12884488219778,516.0,2319.0,149.57999999999998,11.0,18.0,304664.05,0.0,198.0,80.0,0.852,159000.0,161000.0,0.0
2019-01-05,DC002,SKU053,2.0,2.0,73.57142857142857,77.0,74.84740031112192,515.0,2310.0,149.2,147.0,18.0,304664.05,0.0,198.0,80.0,0.852,159000.0,161000.0,0.0
2019-01-06,DC002,SKU053,2.0,2.0,64.57142857142857,71.5,73.41922999687026,452.0,2145.0,133.29999999999998,172.0,18.0,304664.05,0.0,198.0,80.0,0.852,159000.0,161000.0,0.0
2019-01-07,DC002,SKU053,3.0,3.0,64.57142857142857,71.4,73.51444302539014,452.0,2142.0,199.86,235.0,18.0,304664.05,0.0,198.0,80.0,0.852,159000.0,161000.0,0.0
2019-01-08,DC002,SKU053,2.0,2.0,84.28571428571429,73.7,74.75388507183645,590.0,2211.0,162.22,210.0,18.0,304664.05,0.0,198.0,80.0,0.852,159000.0,161000.0,0.0
2019-01-09,DC002,SKU053,2.0,2.0,64.42857142857143,74.53333333333333,74.06381632679273,451.0,2236.0,134.92000000000002,90.0,18.0,304664.05,0.0,198.0,80.0,0.852,159000.0,161000.0,0.0
2019-01-10,DC002,SKU053,4.0,4.0,79.71428571428571,81.26666666666667,76.1349386871027,558.0,2438.0,320.71999999999997,345.0,18.0,304664.05,0.0,198.0,80.0,0.852,159000.0,161000.0,0.0
2019-01-11,DC002,SKU053,1.0,1.0,76.57142857142857,76.43333333333334,76.0301183011633,536.0,2293.0,76.53,37.0,18.0,304664.05,0.0,198.0,80.0,0.852,159000.0,161000.0,0.0
2019-01-12,DC002,SKU053,2.0,2.0,67.85714285714286,78.96666666666667,74.89881322305595,475.0,2369.0,142.38,226.0,18.0,304664.05,0.0,198.0,80.0,0.852,159000.0,161000.0,0.0
2019-01-13,DC002,SKU053,2.0,2.0,71.57142857142857,77.46666666666667,75.27271897721127,501.0,2324.0,146.67999999999998,320.0,18.0,304664.05,0.0,198.0,80.0,0.852,159000.0,161000.0,0.0
2019-01-14,DC002,SKU053,5.0,5.0,71.57142857142857,75.2,76.536875643923,501.0,2256.0,363.29999999999995,325.0,18.0,304664.05,0.0,198.0,80.0,0.852,159000.0,161000.0,0.0
2019-01-15,DC002,SKU053,2.0,3.0771877765655518,82.85714285714286,82.56666666666666,79.98361637791136,580.0,2477.0,248.31,227.0,18.0,304664.05,0.0,198.0,80.0,0.852,159000.0,161000.0,0.0
2019-01-16,DC002,SKU053,3.0,3.083662748336792,92.71428571428571,85.7,78.51545495421055,649.0,2571.0,271.8299999999999,142.0,18.0,304664.05,0.0,198.0,80.0,0.852,159000.0,161000.0,0.0
2019-01-17,DC002,SKU053,3.0,3.085193395614624,76.57142857142857,80.66666666666667,73.11695349841162,536.0,2420.0,233.39999999999998,4.0,18.0,304664.05,0.0,198.0,80.0,0.852,159000.0,161000.0,0.0
2019-01-18,DC002,SKU053,4.0,3.083232879638672,95.14285714285714,82.5,73.83844978509954,666.0,2475.0,274.04999999999995,230.0,18.0,304664.05,0.0,198.0,80.0,0.852,159000.0,161000.0,0.0
2019-01-19,DC002,SKU053,4.0,3.0786900520324707,84.0,79.66666666666667,75.15376829466962,588.0,2390.0,248.10000000000002,457.0,18.0,304664.05,0.0,198.0,80.0,0.852,159000.0,161000.0,0.0
2019-01-20,DC002,SKU053,3.0,3.0723764896392822,78.71428571428571,77.06666666666666,76.50356563948868,551.0,2312.0,234.66,457.0,18.0,304664.05,0.0,198.0,80.0,0.852,159000.0,161000.0,0.0
2019-01-21,DC002,SKU053,3.0,3.067904233932495,78.71428571428571,67.53333333333333,67.11767443991353,551.0,2026.0,226.07999999999996,498.0,18.0,304664.05,0.0,198.0,80.0,0.852,159000.0,161000.0,0.0
2019-01-22,DC002,SKU053,2.0,3.0769169330596924,59.142857142857146,70.5,66.0251214816502,414.0,2115.0,187.64999999999998,357.0,18.0,304664.05,0.0,198.0,80.0,0.852,159000.0,161000.0,0.0
2019-01-23,DC002,SKU053,3.0,3.0834710597991943,65.85714285714286,75.2,65.85762421061564,461.0,2256.0,205.98,225.0,18.0,304664.05,0.0,198.0,80.0,0.852,159000.0,161000.0,0.0
2019-01-24,DC002,SKU053,6.0,3.0849196910858154,85.57142857142857,78.3,70.5724922803968,599.0,2349.0,250.16999999999996,549.0,18.0,304664.05,0.0,198.0,80.0,0.852,159000.0,161000.0,0.0
2019-01-25,DC002,SKU053,3.0,3.0806901454925537,84.42857142857143,80.03333333333333,71.17981143242481,591.0,2401.0,249.32999999999996,141.0,18.0,304664.05,0.0,198.0,80.0,0.852,159000.0,161000.0,0.0
2019-01-26,DC002,SKU053,3.0,3.0777928829193115,97.42857142857143,82.7,70.18506488800402,682.0,2481.0,279.03000000000003,238.0,18.0,304664.05,0.0,198.0,80.0,0.852,159000.0,161000.0,0.0
2019-01-27,DC002,SKU053,1.0,3.072641134262085,97.42857142857143,80.13333333333334,71.73736048175239,682.0,2404.0,276.72,141.0,18.0,304664.05,0.0,198.0,80.0,0.852,159000.0,161000.0,0.0
2019-01-28,DC002,SKU053,6.0,3.0696425437927246,97.42857142857143,75.33333333333333,72.11996179206481,682.0,2260.0,272.4,953.0,18.0,304664.05,0.0,198.0,80.0,0.852,159000.0,161000.0,0.0
2019-01-29,DC002,SKU053,4.0,3.0758702754974365,104.85714285714286,77.56666666666666,73.07515917799213,734.0,2327.0,290.01,856.0,18.0,304664.05,0.0,198.0,80.0,0.852,159000.0,161000.0,0.0
2019-01-30,DC002,SKU053,3.0,3.0811898708343506,98.57142857142857,80.8,71.70467209324649,690.0,2424.0,279.71999999999997,640.0,18.0,304664.05,0.0,198.0,80.0,0.852,159000.0,161000.0,0.0
2019-01-31,DC002,SKU053,5.0,3.083277940750122,97.0,87.7,74.3734495636716,679.0,2631.0,282.63,284.0,18.0,304664.05,0.0,198.0,80.0,0.852,159000.0,161000.0,0.0
2019-02-01,DC002,SKU053,1.0,3.0808448791503906,129.28571428571428,94.1,87.72622184957015,905.0,2823.0,356.18999999999994,13.0,18.0,304664.05,0.0,198.0,80.0,0.852,159000.0,161000.0,0.0
2019-02-02,DC002,SKU053,2.0,3.077238082885742,154.42857142857142,99.96666666666667,93.29826126759038,1081.0,2999.0,414.2699999999999,0.0,18.0,304664.05,0.0,198.0,80.0,0.852,159000.0,161000.0,0.0
2019-02-03,DC002,SKU053,6.0,3.0708930492401123,156.28571428571428,99.4,93.77192188141039,1094.0,2982.0,417.65999999999997,430.0,18.0,304664.05,0.0,198.0,80.0,0.852,159000.0,161000.0,0.0
2019-02-04,DC002,SKU053,2.0,3.0630404949188232,156.28571428571428,94.63333333333334,95.06015054807257,1094.0,2839.0,413.37,0.0,18.0,304664.05,0.0,198.0,80.0,0.852,159000.0,161000.0,0.0
2019-02-05,DC002,SKU053,1.0,3.072161912918091,136.14285714285714,94.26666666666667,95.40263215562882,953.0,2828.0,370.74,0.0,18.0,304664.05,0.0,198.0,80.0,0.852,159000.0,161000.0,0.0
2019-02-06,DC002,SKU053,1.0,3.079163074493408,122.28571428571429,94.26666666666667,95.40263215562882,856.0,2828.0,341.64,141.0,18.0,304664.05,0.0,198.0,80.0,0.852,159000.0,161000.0,0.0
2019-02-07,DC002,SKU053,3.0,3.081355571746826,91.42857142857143,89.36666666666666,96.3388060729193,640.0,2681.0,272.43,289.0,18.0,304664.05,0.0,198.0,80.0,0.852,159000.0,161000.0,0.0
2019-02-08,DC002,SKU053,1.0,3.078371286392212,60.714285714285715,93.23333333333333,96.00509824425414,425.0,2797.0,211.41,7.0,18.0,304664.05,0.0,198.0,80.0,0.852,159000.0,161000.0,0.0
2019-02-09,DC002,SKU053,1.0,3.0754969120025635,62.285714285714285,95.9,100.01644864721004,436.0,2877.0,217.10999999999996,0.0,18.0,304664.05,0.0,198.0,80.0,0.852,159000.0,161000.0,0.0
2019-02-10,DC002,SKU053,5.0,3.0707361698150635,61.42857142857143,95.86666666666666,100.04590057679634,430.0,2876.0,215.27999999999997,382.0,18.0,304664.05,0.0,198.0,80.0,0.852,159000.0,161000.0,0.0
2019-02-11,DC002,SKU053,5.0,3.0637242794036865,61.42857142857143,93.13333333333334,101.49703881832657,430.0,2794.0,212.82,152.0,18.0,304664.05,0.0,198.0,80.0,0.852,159000.0,161000.0,0.0
2019-02-12,DC002,SKU053,2.0,3.0704758167266846,94.28571428571429,99.56666666666666,103.825071902482,660.0,2987.0,287.61,110.0,18.0,304664.05,0.0,198.0,80.0,0.852,159000.0,161000.0,0.0
2019-02-13,DC002,SKU053,2.0,3.07721209526062,97.0,100.2,103.27226152263735,679.0,3006.0,293.88,37.0,18.0,304664.05,0.0,198.0,80.0,0.852,159000.0,161000.0,0.0
2019-02-14,DC002,SKU053,2.0,3.079352378845215,110.71428571428571,95.86666666666666,100.59547151283147,775.0,2876.0,318.78,23.0,18.0,304664.05,0.0,198.0,80.0,0.852,159000.0,161000.0,0.0
2019-02-15,DC002,SKU053,5.0,3.0779621601104736,92.57142857142857,93.2,101.66428412508824,648.0,2796.0,278.28,434.0,18.0,304664.05,0.0,198.0,80.0,0.852,159000.0,161000.0,0.0
2019-02-16,DC002,SKU053,2.0,3.0723652839660645,55.57142857142857,91.0,102.44250419951021,389.0,2730.0,198.60000000000002,141.0,18.0,304664.05,0.0,198.0,80.0,0.852,159000.0,161000.0,0.0
2019-02-17,DC002,SKU053,3.0,3.0672049522399902,54.57142857142857,86.4,103.32331134195549,382.0,2592.0,192.36,434.0,18.0,304664.05,0.0,198.0,80.0,0.852,159000.0,161000.0,0.0
2019-02-18,DC002,SKU053,5.0,3.062669515609741,54.57142857142857,86.26666666666667,103.43208184869701,382.0,2588.0,192.24,335.0,18.0,304664.05,0.0,198.0,80.0,0.852,159000.0,161000.0,0.0
2019-02-19,DC002,SKU053,1.0,3.070016622543335,41.857142857142854,90.96666666666667,102.60554999067492,293.0,2729.0,169.76999999999998,132.0,18.0,304664.05,0.0,198.0,80.0,0.852,159000.0,161000.0,0.0
2019-02-20,DC002,SKU053,7.0,3.077557325363159,62.142857142857146,96.33333333333333,101.91543335312645,435.0,2890.0,217.20000000000002,154.0,18.0,304664.05,0.0,198.0,80.0,0.852,159000.0,161000.0,0.0
2019-02-21,DC002,SKU053,2.0,3.075831651687622,67.28571428571429,97.76666666666667,102.10441823066337,471.0,2933.0,229.29000000000002,14.0,18.0,304664.05,0.0,198.0,80.0,0.852,159000.0,161000.0,0.0
2019-02-22,DC002,SKU053,6.0,3.075313091278076,69.28571428571429,94.0,102.52349324260595,485.0,2820.0,230.10000000000002,185.0,18.0,304664.05,0.0,198.0,80.0,0.852,159000.0,161000.0,0.0
2019-02-23,DC002,SKU053,2.0,3.0703272819519043,67.0,86.66666666666667,100.59798981866167,469.0,2600.0,218.70000000000002,32.0,18.0,304664.05,0.0,198.0,80.0,0.852,159000.0,161000.0,0.0
2019-02-24,DC002,SKU053,6.0,3.0657734870910645,68.0,82.56666666666666,101.2527146412491,476.0,2477.0,217.10999999999996,389.0,18.0,304664.05,0.0,198.0,80.0,0.852,159000.0,161000.0,0.0
2019-02-25,DC002,SKU053,2.0,3.0597357749938965,68.0,79.4,102.29454205055777,476.0,2382.0,214.25999999999996,80.0,18.0,304664.05,0.0,198.0,80.0,0.852,159000.0,161000.0,0.0
2019-02-26,DC002,SKU053,2.0,3.070202350616455,52.42857142857143,80.46666666666667,101.62569666291209,367.0,2414.0,182.51999999999998,69.0,18.0,304664.05,0.0,198.0,80.0,0.852,159000.0,161000.0,0.0
2019-02-27,DC002,SKU053,5.0,3.0772018432617188,40.42857142857143,83.03333333333333,100.52743682973099,283.0,2491.0,159.63,627.0,18.0,304664.05,0.0,198.0,80.0,0.852,159000.0,161000.0,0.0
2019-02-28,DC002,SKU053,6.0,3.0768871307373047,22.0,78.43333333333334,100.92627121925302,154.0,2353.0,116.78999999999999,604.0,18.0,304664.05,0.0,198.0,80.0,0.852,159000.0,161000.0,0.0
2019-03-01,DC002,SKU053,3.0,3.073359251022339,27.428571428571427,77.4,100.88957660069084,192.0,2322.0,127.26,350.0,18.0,304664.05,0.0,198.0,80.0,0.852,159000.0,161000.0,0.0
2019-03-02,DC002,SKU053,2.0,3.0690231323242188,56.57142857142857,77.23333333333333,100.66435427807708,396.0,2317.0,188.31,350.0,18.0,304664.05,0.0,198.0,80.0,0.852,159000.0,161000.0,0.0
2019-03-03,DC002,SKU053,4.0,3.0636091232299805,55.57142857142857,65.36666666666666,87.18351653584267,389.0,1961.0,175.52999999999997,543.0,18.0,304664.05,0.0,198.0,80.0,0.852,159000.0,161000.0,0.0
2019-03-04,DC002,SKU053,2.0,3.057849884033203,55.57142857142857,56.333333333333336,79.07141638347505,389.0,1690.0,167.39999999999998,43.0,18.0,304664.05,0.0,198.0,80.0,0.852,159000.0,161000.0,0.0
2019-03-05,DC002,SKU053,3.0,3.067448616027832,101.0,67.56666666666666,94.54194248527418,707.0,2027.0,272.90999999999997,178.0,18.0,304664.05,0.0,198.0,80.0,0.852,159000.0,161000.0,0.0
2019-03-06,DC002,SKU053,1.0,3.07246470451355,92.71428571428571,68.2,94.15002212780763,649.0,2046.0,256.0799999999999,150.0,18.0,304664.05,0.0,198.0,80.0,0.852,159000.0,161000.0,0.0
2019-03-07,DC002,SKU053,4.0,3.074862241744995,95.71428571428571,69.0,93.6678528987756,670.0,2070.0,263.09999999999997,86.0,18.0,304664.05,0.0,198.0,80.0,0.852,159000.0,161000.0,0.0
2019-03-08,DC002,SKU053,3.0,3.0716586112976074,107.71428571428571,74.0,93.85449731721259,754.0,2220.0,292.79999999999995,82.0,18.0,304664.05,0.0,198.0,80.0,0.852,159000.0,161000.0,0.0
2019-03-09,DC002,SKU053,2.0,3.067770004272461,78.14285714285714,74.13333333333334,93.75206071809244,547.0,2224.0,230.82,78.0,18.0,304664.05,0.0,198.0,80.0,0.852,159000.0,161000.0,0.0
2019-03-10,DC002,SKU053,4.0,3.062903881072998,78.71428571428571,69.56666666666666,93.72039384372124,551.0,2087.0,227.91,455.0,18.0,304664.05,0.0,198.0,80.0,0.852,159000.0,161000.0,0.0
2019-03-11,DC002,SKU053,2.0,3.0575177669525146,78.71428571428571,60.166666666666664,85.74500309379874,551.0,1805.0,219.45,156.0,18.0,304664.05,0.0,198.0,80.0,0.852,159000.0,161000.0,0.0
2019-03-12,DC002,SKU053,2.0,3.0673208236694336,39.857142857142854,62.53333333333333,85.22313196675081,279.0,1876.0,139.98,230.0,18.0,304664.05,0.0,198.0,80.0,0.852,159000.0,161000.0,0.0
2019-03-13,DC002,SKU053,4.0,3.0733642578125,58.142857142857146,67.43333333333334,85.71140854959482,407.0,2023.0,182.79000000000002,301.0,18.0,304664.05,0.0,198.0,80.0,0.852,159000.0,161000.0,0.0
2019-03-14,DC002,SKU053,1.0,3.0731494426727295,56.0,60.06666666666667,80.77785725198598,392.0,1802.0,171.66,60.0,18.0,304664.05,0.0,198.0,80.0,0.852,159000.0,161000.0,0.0
2019-03-15,DC002,SKU053,5.0,3.072662830352783,66.14285714285714,66.8,85.36291154047328,463.0,2004.0,199.02,191.0,18.0,304664.05,0.0,198.0,80.0,0.852,159000.0,161000.0,0.0
2019-03-16,DC002,SKU053,2.0,3.067293405532837,74.14285714285714,65.6,85.19687005205452,519.0,1968.0,214.73999999999995,48.0,18.0,304664.05,0.0,198.0,80.0,0.852,159000.0,161000.0,0.0
2019-03-17,DC002,SKU053,4.0,3.0622966289520264,76.42857142857143,65.8,85.0824697964667,535.0,1974.0,219.71999999999997,191.0,18.0,304664.05,0.0,198.0,80.0,0.852,159000.0,161000.0,0.0
2019-03-18,DC002,SKU053,4.0,3.0570662021636963,76.42857142857143,65.03333333333333,85.56692637280418,535.0,1951.0,219.02999999999997,286.0,18.0,304664.05,0.0,198.0,80.0,0.852,159000.0,161000.0,0.0
2019-03-19,DC002,SKU053,2.0,3.0653493404388428,72.14285714285714,66.63333333333334,84.78108410619802,505.0,1999.0,211.46999999999997,117.0,18.0,304664.05,0.0,198.0,80.0,0.852,159000.0,161000.0,0.0
2019-03-20,DC002,SKU053,3.0,3.0719189643859863,54.857142857142854,67.5,84.22657933613752,384.0,2025.0,175.95,166.0,18.0,304664.05,0.0,198.0,80.0,0.852,159000.0,161000.0,0.0
2019-03-21,DC002,SKU053,3.0,3.073026418685913,67.42857142857143,66.03333333333333,83.31205728397833,472.0,1981.0,201.02999999999997,146.0,18.0,304664.05,0.0,198.0,80.0,0.852,159000.0,161000.0,0.0
2019-03-22,DC002,SKU053,4.0,3.0711145401000977,38.714285714285715,61.333333333333336,81.78522007198015,271.0,1840.0,136.5,43.0,18.0,304664.05,0.0,198.0,80.0,0.852,159000.0,161000.0,0.0
2019-03-23,DC002,SKU053,3.0,3.066803216934204,50.57142857142857,61.7,82.12516869592011,354.0,1851.0,161.73,40.0,18.0,304664.05,0.0,198.0,80.0,0.852,159000.0,161000.0,0.0
2019-03-24,DC002,SKU053,4.0,3.0612921714782715,48.142857142857146,60.86666666666667,82.58843072058512,337.0,1826.0,155.88,40.0,18.0,304664.05,0.0,198.0,80.0,0.852,159000.0,161000.0,0.0
2019-03-25,DC002,SKU053,1.0,3.0562357902526855,48.142857142857146,60.63333333333333,82.75001846256929,337.0,1819.0,155.67000000000002,29.0,18.0,304664.05,0.0,198.0,80.0,0.852,159000.0,161000.0,0.0
2019-03-26,DC002,SKU053,3.0,3.067312717437744,42.857142857142854,60.766666666666666,82.66667338709651,300.0,1823.0,144.69,62.0,18.0,304664.05,0.0,198.0,80.0,0.852,159000.0,161000.0,0.0
2019-03-27,DC002,SKU053,1.0,3.072643518447876,43.285714285714285,61.733333333333334,82.11818042038897,303.0,1852.0,146.45999999999998,0.0,18.0,304664.05,0.0,198.0,80.0,0.852,159000.0,161000.0,0.0
2019-03-28,DC002,SKU053,1.0,3.0749783515930176,29.428571428571427,60.666666666666664,82.70321772592783,206.0,1820.0,116.39999999999999,62.0,18.0,304664.05,0.0,198.0,80.0,0.852,159000.0,161000.0,0.0
2019-03-29,DC002,SKU053,1.0,3.074252128601074,26.571428571428573,58.1,83.34880523038906,186.0,1743.0,108.09,2.0,18.0,304664.05,0.0,198.0,80.0,0.852,159000.0,161000.0,0.0
2019-03-30,DC002,SKU053,3.0,3.071594715118408,15.0,60.06666666666667,82.71917687103894,105.0,1802.0,85.56,5.0,18.0,304664.05,0.0,198.0,80.0,0.852,159000.0,161000.0,0.0
2019-01-01,DC002,SKU054,1.0,1.0,10.714285714285714,12.233333333333333,16.42697645811777,75.0,367.0,11.169999999999998,2.0,1561.0,304664.05,6780.0,198.0,56.0,1.2,159000.0,161000.0,0.0
2019-01-02,DC002,SKU054,4.0,4.0,11.0,12.9,16.322479386825194,77.0,387.0,46.28,20.0,1561.0,304664.05,6780.0,198.0,56.0,1.2,159000.0,161000.0,0.0
2019-01-03,DC002,SKU054,1.0,1.0,10.571428571428571,10.4,11.277115470426528,74.0,312.0,10.52,10.0,1561.0,304664.05,6780.0,198.0,56.0,1.2,159000.0,161000.0,0.0
2019-01-04,DC002,SKU054,4.0,4.0,12.0,10.166666666666666,11.210362269892185,84.0,305.0,45.8,99.0,1561.0,304664.05,6780.0,198.0,56.0,1.2,159000.0,161000.0,0.0
2019-01-05,DC002,SKU054,4.0,4.0,10.142857142857142,9.533333333333333,10.651238842918175,71.0,286.0,39.839999999999996,103.0,1561.0,304664.05,6780.0,198.0,56.0,1.2,159000.0,161000.0,0.0
2019-01-06,DC002,SKU054,2.0,2.0,8.714285714285714,9.533333333333333,10.651238842918175,61.0,286.0,17.919999999999998,99.0,1561.0,304664.05,6780.0,198.0,56.0,1.2,159000.0,161000.0,0.0
2019-01-07,DC002,SKU054,1.0,1.0,8.714285714285714,9.466666666666667,10.704308582165513,61.0,284.0,8.939999999999998,1.0,1561.0,304664.05,6780.0,198.0,56.0,1.2,159000.0,161000.0,0.0
2019-01-08,DC002,SKU054,3.0,3.0,20.0,12.733333333333333,19.031435982488436,140.0,382.0,53.46,24.0,1561.0,304664.05,6780.0,198.0,56.0,1.2,159000.0,161000.0,0.0
2019-01-09,DC002,SKU054,2.0,2.0,17.285714285714285,12.766666666666667,19.00996814539385,121.0,383.0,31.859999999999996,20.0,1561.0,304664.05,6780.0,198.0,56.0,1.2,159000.0,161000.0,0.0
2019-01-10,DC002,SKU054,1.0,1.0,17.571428571428573,11.766666666666667,18.652405266405246,123.0,353.0,15.830000000000002,10.0,1561.0,304664.05,6780.0,198.0,56.0,1.2,159000.0,161000.0,0.0
2019-01-11,DC002,SKU054,1.0,1.0,17.571428571428573,12.1,18.528086787361506,123.0,363.0,15.93,0.0,1561.0,304664.05,6780.0,198.0,56.0,1.2,159000.0,161000.0,0.0
2019-01-12,DC002,SKU054,5.0,5.0,17.571428571428573,11.8,18.48675201326615,123.0,354.0,79.2,164.0,1561.0,304664.05,6780.0,198.0,56.0,1.2,159000.0,161000.0,0.0
2019-01-13,DC002,SKU054,1.0,1.0,17.571428571428573,11.8,18.48675201326615,123.0,354.0,15.84,19.0,1561.0,304664.05,6780.0,198.0,56.0,1.2,159000.0,161000.0,0.0
2019-01-14,DC002,SKU054,5.0,5.0,17.571428571428573,11.766666666666667,18.5070857301257,123.0,353.0,79.15,165.0,1561.0,304664.05,6780.0,198.0,56.0,1.2,159000.0,161000.0,0.0
2019-01-15,DC002,SKU054,4.0,3.077190637588501,6.285714285714286,12.333333333333334,18.45956542163319,44.0,370.0,24.299999999999997,81.0,1561.0,304664.05,6780.0,198.0,56.0,1.2,159000.0,161000.0,0.0
2019-01-16,DC002,SKU054,5.0,3.0822324752807617,18.142857142857142,15.133333333333333,22.33940216050754,127.0,454.0,51.72,98.0,1561.0,304664.05,6780.0,198.0,56.0,1.2,159000.0,161000.0,0.0
2019-01-17,DC002,SKU054,3.0,3.0827760696411133,26.142857142857142,16.166666666666668,23.636248057215468,183.0,485.0,69.44999999999999,20.0,1561.0,304664.05,6780.0,198.0,56.0,1.2,159000.0,161000.0,0.0
2019-01-18,DC002,SKU054,1.0,3.081733465194702,24.857142857142858,15.733333333333333,23.790661099590224,174.0,472.0,66.35999999999999,10.0,1561.0,304664.05,6780.0,198.0,56.0,1.2,159000.0,161000.0,0.0
2019-01-19,DC002,SKU054,6.0,3.080080032348633,24.857142857142858,15.066666666666666,23.661407866444094,174.0,452.0,65.75999999999999,373.0,1561.0,304664.05,6780.0,198.0,56.0,1.2,159000.0,161000.0,0.0
2019-01-20,DC002,SKU054,6.0,3.072216033935547,26.285714285714285,15.4,23.516802503741868,184.0,462.0,69.06,386.0,1561.0,304664.05,6780.0,198.0,56.0,1.2,159000.0,161000.0,0.0
2019-01-21,DC002,SKU054,1.0,3.065730333328247,26.285714285714285,15.0,23.672769166280485,184.0,450.0,68.69999999999999,68.0,1561.0,304664.05,6780.0,198.0,56.0,1.2,159000.0,161000.0,0.0
2019-01-22,DC002,SKU054,7.0,3.0766377449035645,34.57142857142857,16.766666666666666,26.128762355347458,242.0,503.0,87.69,305.0,1561.0,304664.05,6780.0,198.0,56.0,1.2,159000.0,161000.0,0.0
2019-01-23,DC002,SKU054,1.0,3.080156087875366,32.285714285714285,19.033333333333335,27.489977971778895,226.0,571.0,84.92999999999999,142.0,1561.0,304664.05,6780.0,198.0,56.0,1.2,159000.0,161000.0,0.0
2019-01-24,DC002,SKU054,7.0,3.083583354949951,33.285714285714285,21.2,28.601165477418338,233.0,636.0,88.97999999999999,146.0,1561.0,304664.05,6780.0,198.0,56.0,1.2,159000.0,161000.0,0.0
2019-01-25,DC002,SKU054,1.0,3.0799660682678223,53.42857142857143,25.333333333333332,35.87509194723022,374.0,760.0,135.0,13.0,1561.0,304664.05,6780.0,198.0,56.0,1.2,159000.0,161000.0,0.0
2019-01-26,DC002,SKU054,5.0,3.0784249305725098,54.714285714285715,25.8,35.69817922527702,383.0,774.0,138.12,114.0,1561.0,304664.05,6780.0,198.0,56.0,1.2,159000.0,161000.0,0.0
2019-01-27,DC002,SKU054,1.0,3.0718870162963867,55.142857142857146,26.233333333333334,35.46047878350707,386.0,787.0,139.41,41.0,1561.0,304664.05,6780.0,198.0,56.0,1.2,159000.0,161000.0,0.0
2019-01-28,DC002,SKU054,1.0,3.0688610076904297,55.142857142857146,25.466666666666665,35.76938479885961,386.0,764.0,138.72,23.0,1561.0,304664.05,6780.0,198.0,56.0,1.2,159000.0,161000.0,0.0
2019-01-29,DC002,SKU054,4.0,3.0788843631744385,50.0,26.5,35.75541916968671,350.0,795.0,128.85000000000002,109.0,1561.0,304664.05,6780.0,198.0,56.0,1.2,159000.0,161000.0,0.0
